Question,Answer
"ההבדל העיקרי בין ROM ל- RAM הוא:
 
1. ל- ROM יש נפח גדול יותר
 
2. ROM הוא זכרון בלתי נדיף
 
3. ROM נמצא בממירי טלויזיה
 
4. ROM זו טכנולוגיה ישנה שלא נמצאת בשימוש
 
 .",3
"מה מהבאות אינה תכונה של מחשב שמן?
 
1. יכולות גרפיות גבוהות
  
2. זיכרון עבודה גדול 
3. התקנת תוכנות רזות בלבד
  
4. כוח עיבוד רב
  
 .",1
"מערכת מידע ארגונית מסוג ERP תוגדר בצורה הטובה ביותר כ: 
1.  מערכת לניהול המשאבים הארגוניים המשלב את מירב צורכי המידע של הארגון תחת ""קורת גג"" אחת 
2.  מערכת מידע תומכת החלטות 
3.  מערכת מידע תפעולית 
4.  מערכת מידע ניהולית 
 .",3
"מה ההבדל העיקרי בין מודל מפל המים לבין מודל ה AGILE?
 
1.   מודל ה AGILE גמיש בהרבה ממפל המים, שכמעט לא ניתן לשינוי *
 
2.   זמן בניית הפרויקט ארוך הרבה יותר במודל ה AGILE
 
3.   AGILE דורש דרישות ידועות מראש, לעומת מפל המים שיכול לשנות החלטות
 
4.   מחיר מודל מפל המים גדול ממחיר מודל ה AGILE
 
 .",3
"מה התפקיד העיקרי של – FIREWALL?
 
1.  בקרה על הכניסה והיציאה של התקשורת מהרשת הארגונית
  
2.  אנטי וירוס ארגוני
  
3.  נותן אפשרות ללקוחות הארגונים לבצע עסקאות עם הארגון
  
4.  עיבודים מתמטיים מרוכבים
  
 .",2
"מי מההגדרות הבאות הכי מתאים להגדה של המטאוורס 
 
1. האבולוציה הבאה של האינטרנט שבה נוכל לעשות כמעט כל דבר שאפשר לדמיין
 
2. סביבה וירטואלית הבנויה ממרחבים תלת מימדיים משותפים שמתגבשים לכדי יקום וירטואלי כולל
 
3. השם החדש של פייסבוק 
 
4. עולם המורכב מאווטרים
 
 .",4
"מהי מתודולוגית פיתוח התוכנה השכיחה יותר?
 
1.   אף תשובה אינה נכונה
 
2.   Waterfall
 
3.   Agile Software Development
 
4.   Rapid Application Development
 
 .",4
"איזה מהמשפטים הבאים נכון?
 
1. נעדיף לתכנת תוכנה שמנה ככל שניתן על מנת שכמה שיותר משתמשים יוכלו להשתמש בה.
 
2. ניתן להריץ תוכנה רזה על מחשב שמן.
 
3. ניתן להריץ תוכנה שמנה על מחשב רזה.
 
4. ניתן להגיד כי אתר אינטרנט הוא לקוח שמן.
 
 .",1
"מהו אינו חלק משלבי פיתוח על פי מודל ""מפל המים""?
 
1.  ניתוח
  
2. רכישה  
3.  עיצוב
  
4.  בדיקה
  
 .",3
"תומר פרץ לאתר בוגדים בוגדות ורצה לחשוף את פניהם של האנשים חסרי הנאמנות, תומר ביצע נזק:
 
1.   נזק מגורם אנושי פנימי
 
2.   נזק תקלה תכנית מתפעול המערכת
 
3. פיזי
 
4.   נזק מגורם אנושי חיצוני
 
 .",2
"בחר/י בתשובה הנכונה
 
1.   מודל 'מפל המים' הוא המודל הנפוץ ביותר כיום עקב גמישותו לשינויים
 
2.   פרויקט בניה מזכיר פרויקט תוכנה בהיבט הסיכוי שלו להצליח
 
3.   במודל 'מפל המים' ניתן לשנות את הדרישות מהמוצר תוך כדי התהליך בקלות ובלי כל תהליך מיוחד
 
4.   מודל 'מפל המים' הוא מודל מסודר, המחלק את הפרויקט לחלקים. במודל תמיד עובדים לפי הסדר ואי אפשר לעבור לשלב הבא לפני שהנוכחי נחתם ע'י הגורמים האחראיים *
 
 .",2
"בעלים של חברה בודק את תחום הארכיטקטורה, עזרו לו להבין אילו מגמות משפיעות על ארכיטקטורות?
 
1. עליה באמינות הטכנולוגיה
  
2. העובדה ששימוש בטכנולוגיות מתקדמות נהיה פשוט יותר עם הזמן
  
3. הוזלה של כל רכיבי החומרה 
4.    כל התשובות נכונות
  
 .",3
"מסחר מסוג B2C הוא מסחר שבו:
 
1. לקוחות מוכרים לעסקים
 
2. עסקים מוכרים ללקוחות
 
3. עסקים מקימים סביבות בהן לקוחות יכולים לסחור זה עם זה
 
4. לקוחות כותבים חוות דעת על עסקים
 
 .",1
"מהו אינו חלק משלבי פיתוח על פי מודל ""מפל המים""?
 
1.  עיצוב
  
2.  ניתוח
  
3. רכישה  
4.  בדיקה
  
 .",4
"מה התכונה החשובה ביותר של שדה מפתח?
 
1.   ממספר את הרשומות בסדר עולה
 
2. מוצפן
 
3.   זהה בכל הרשומות
 
4.   חד חד ערכי
 
 .",1
"מהי ההגדרה של TCO?
 
1.   כלל ההחזר על ההשקעה במערכת
 
2.   כלל העלויות הכרוכות בהטמעת המערכת בארגון
 
3.   כלל התועלת מהטמעת המערכת בחברה
 
4.   כלל ההכנסות בעקבות הטמעת הארגון
 
 .",1
"שגיא וערן התווכחו האם 20 בסיסי הנתונים בחברה של ערן הם מחסן או מחסנון (ערן טען שהם מחסנון). מי מהם צודק?
 
1.   שגיא טועה כי הוא מסתכל רק על כמות המחסנים
 
2.   תמיד 20 בסיסי נתונים הם מחסן ולכן ערן צודק
 
3.   שגיא צודק כי בסיס הנתונים של ערן מבולגן ולכן הוא מחסן
 
4.   אף אחד מהם לא לגמרי צודק, כיוון שהגדרה של מחסן או מחסנון- היא פרופורציונלית
 
 .",2
"מי מההגדרות הבאות הכי מתאים להגדה של המטאוורס 
 
1. האבולוציה הבאה של האינטרנט שבה נוכל לעשות כמעט כל דבר שאפשר לדמיין
 
2. השם החדש של פייסבוק 
 
3. עולם המורכב מאווטרים
 
4. סביבה וירטואלית הבנויה ממרחבים תלת מימדיים משותפים שמתגבשים לכדי יקום וירטואלי כולל
 
 .",3
"באיזו דרך מתקשרים בסיס נתונים ותוכנה?
 
1. עברית
 
2.   לטינית
 
3.   בפרוטוקל תקשורת
 
4.   מורס
 
 .",3
"מעיין שיחקה SETERRA ולפתע קיבלה את ההודעה המשמחת שזכתה ב1,000,000 ₪! כל מה שעליה לעשות הוא להכניס את פרטי הבנק שלה והכסף יועבר אליה. במה סביר להניח שנתקלה?
 
1.   DOS
 
2. Sniffing
 
3.   Phishing
 
4.   Malicious code
 
 .",2
"שאלה זו היא לצרכי מחקר - אשמח שתענו עליה אבל ניתן גם לדלג עליה 
 האם בעקבות השימוש בבוט אתם מרגישים שיפור בהבנת החומר הנלמד 
 
1. לא מרגיש שיפור
2. מרגיש שיפור קל
3. מרגיש שיפור משמעותי
4. מוקדם עדיין לדעת
 .",4
"בעלים של חברה בודק את תחום הארכיטקטורה, עזרו לו להבין אילו מגמות משפיעות על ארכיטקטורות?
 
1.    כל התשובות נכונות
  
2. הוזלה של כל רכיבי החומרה 
3. עליה באמינות הטכנולוגיה
  
4. העובדה ששימוש בטכנולוגיות מתקדמות נהיה פשוט יותר עם הזמן
  
 .",4
"מהי מתודולוגית פיתוח התוכנה השכיחה יותר?
 
1.   אף תשובה אינה נכונה
 
2.   Rapid Application Development
 
3.   Waterfall
 
4.   Agile Software Development
 
 .",4
"מי מהבאים יותר נכון לגבי ההבדל בין RAM ל- ROM?
 
1. ל-RAM יש נפח קטן יותר
 
2. ROM הוא זיכרון ניתן למחיקה
 
3. RAM זו טכנולוגיה חדישה
 
4. RAM הוא זיכרון נדיף
 
 .",4
"איזה מבין המשפטים הבאים נכון?
 
1. חוכמה היא היכולת לקבל החלטה בעזרתה של מכונה.
 
2. חשוב שלמכונה יהיה ידע, על מנת שנוכל להיעזר בה בתהליכי קבלת החלטות.
 
3. מידע הוא אוסף של נתונים, וידע הוא המשמעות שהמידע מקבל על ידי האדם.
 
4. מידע הוא הצגת נתונים מסוימים בצורה אקראית.
 
 .",1
"מה מהבאים הינו סיכון אפשרי במערכת מידע
 
1.   תקלות טכניות
 
2.   נזק מגורם אנושי פנימי
 
3.   כל התשובות נכונות
 
4.   נזק מגורם אנושי חיצוני
 
 .",3
"איזה מהמשפטים הבאים נכון?
 
1. ניתן להריץ תוכנה שמנה על מחשב רזה.
 
2. נעדיף לתכנת תוכנה שמנה ככל שניתן על מנת שכמה שיותר משתמשים יוכלו להשתמש בה.
 
3. ניתן להריץ תוכנה רזה על מחשב שמן.
 
4. ניתן להגיד כי אתר אינטרנט הוא לקוח שמן.
 
 .",4
"RFID יכול לשמש ל:
 
1. תשלום אוטומטי בסופר
 
2. מעקב אחר רכבים בכביש אגרה
 
3. כל התשובות נכונות
 
4. מעקב אחרי פריטים שונים במחסן
 
 .",4
"אילו מבין התשובות אינה אופציה לסוג מערכת המלצה קיימת?
 
1.    המלצה ע""פ רכישות דומות שבוצעו בעבר
  
2.    המלצה לפריטים על בסיס דמיון של המשתמש למשתמשים אחרים
  
3.    המלצה לפריטים הדומים לאלה שצורך המשתמש
  
4.    המלצות מותאמות משכורת שמאפשרת סוג קניות זה
  
 .",4
"ההבדל העיקרי בין ROM ל- RAM הוא:
 
1. ל- ROM יש נפח גדול יותר
 
2. ROM זו טכנולוגיה ישנה שלא נמצאת בשימוש
 
3. ROM הוא זכרון בלתי נדיף
 
4. ROM נמצא בממירי טלויזיה
 
 .",3
"מעיין שיחקה SETERRA ולפתע קיבלה את ההודעה המשמחת שזכתה ב1,000,000 ₪! כל מה שעליה לעשות הוא להכניס את פרטי הבנק שלה והכסף יועבר אליה. במה סביר להניח שנתקלה?
 
1.   DOS
 
2.   Malicious code
 
3. Sniffing
 
4.   Phishing
 
 .",3
"מהו שדה מפתח ראשי?
 
1.   למעשה זהו שם אחר לשדה מפתח זר
 
2.   אוסף של תווים או מספרים
 
3. כל התשובות לא נכונות
 
4.   מזהה חד חד ערכי של רשומה ביחס לרשומות אחרות
 
 .",2
"יוסי מנהל החברה עוקב אחר עובדיו בעזרת המודל הרלציוני, אשר המפתח הראשי בו הוא השם הפרטי ושם המשפחה של העוב לשניים מעובדיו קוראים דני כהן, מה הכי יעיל ליוסי?
 
1.   לפטר את אחד הדנים וכך לחסוך עבודה רבה והתבלבלויות שיוצרות חוסר נעימות
 
2.   יוסי יכול להוסיף עמודה של מספר סידורי ולקבוע אותה כעמודת מפתח ראשי, כך יבדיל בין דני אחד לאחר
 
3.   לעבור לשיטת המודל ההיררכי וליצור לכל דני תקייה נפרדת, כך לא יתבלבל ביניהם
 
4.   להפוך את העמודה של השם לעמודת מפתח זר, וכך יוכל לקרוא פרטים נוספים ולהבדיל ביניהם
 
 .",3
"איזה מבין הבאים מתעד את בצורה מדויקת את פעילותנו באינטרנט (תיעוד של כל פעולות העכבר)?
 
1.   Cycle Jam (specific)
 
2.   Object Orianted
 
3.   (Transaction log (click stream
 
4.   Bentch Consistent Hospale (dialog ditrict)
 
 .",1
"שגיא וערן התווכחו האם 20 בסיסי הנתונים בחברה של ערן הם מחסן או מחסנון (ערן טען שהם מחסנון). מי מהם צודק?
 
1.   תמיד 20 בסיסי נתונים הם מחסן ולכן ערן צודק
 
2.   שגיא צודק כי בסיס הנתונים של ערן מבולגן ולכן הוא מחסן
 
3.   שגיא טועה כי הוא מסתכל רק על כמות המחסנים
 
4.   אף אחד מהם לא לגמרי צודק, כיוון שהגדרה של מחסן או מחסנון- היא פרופורציונלית
 
 .",4
"מהו המודל של פיתוח התוכנה הנפוץ והפופולרי ביותר כיום?
 
1. Firewall
 
2. Agile
 
3. מודל הספירלה
 
4. RAD
 
 .",1
"מה מהבאים אינו מזהה חד חד ערכי?
 
1.   שם פרטי
 
2.   מספר אישי
 
3.   מספר ת.ז
 
4.   מספר הזמנה
 
 .",4
"יפנים השתלטו לי על המחשב ורשמו שעד שאשלם 50000$ המחשב בידם, באיזה סוג קוד זדוני הם השתמשו
 
1.   סוס טרויאני
 
2.   כופר
 
3.   תולעת
 
4. וירוס
 
 .",3
"מדוע קיימים מערכות חינמיות לבסיסי נתונים (OPEN SOURCE)?
 
1.   כל התשובות נכונות
 
2.   להתנגד לחברות מערכות המידע הגדולות השולטות
 
3.   לייצר כלכלה חדשה ע""י תמיכה ברעיונות ללא יכולת פיתוח
 
4.   להתאמן ולצבור נסיון בתכנות
 
 .",3
"טכנולוגיית NFC (Near Frequency Communication) מבוססת על:
 
1. טכנולוגיית כרטיסים חכמים השונה מכרטיסים מגנטיים בכך שמבוססת עלשבב עם מעבד וזכרון ומאפשרת הצפנה ברמה גבוהה.
 
2. טכנולוגיית רדיו הפועלת בתקן המאפשר לקשר בין רשת אלחוטית ורשת חוטים.
 
3. טכנולוגיית כרטיסים מגנטיים המבוססת על פס מגנטי הכולל את מספר חשבון הבנק של בעל הכרטיס.
 
4. תקשורת רדיו בטווח קצר של מספר ס""מ. התקשורת מאפשרת יישומים בתחום הזדהות בכניסה למתחמים מסווגים, כרטיסי אוטובוס ובצוע תשלומים.
 
 .",3
"שגיא וערן התווכחו האם 20 בסיסי הנתונים בחברה של ערן הם מחסן או מחסנון (ערן טען שהם מחסנון). מי מהם צודק?
 
1.   שגיא צודק כי בסיס הנתונים של ערן מבולגן ולכן הוא מחסן
 
2.   אף אחד מהם לא לגמרי צודק, כיוון שהגדרה של מחסן או מחסנון- היא פרופורציונלית
 
3.   שגיא טועה כי הוא מסתכל רק על כמות המחסנים
 
4.   תמיד 20 בסיסי נתונים הם מחסן ולכן ערן צודק
 
 .",3
"מה מהאפשרויות הבאות לא אפשרית?
 
1. לקוח רזה שמותקן על מחשב שמן
  
2. לקוח רזה שמותקן על מחשב רזה
  
3. לקוח שמן שמותקן על מחשב רזה 
4. לקוח שמן שמותקן על מחשב שמן
  
 .",4
"באיזו דרך מתקשרים בסיס נתונים ותוכנה?
 
1.   לטינית
 
2.   בפרוטוקל תקשורת
 
3.   מורס
 
4. עברית
 
 .",3
"למה עוזרת מערכת המלצה?
 
1.   ממליצה למחשב מתי הוא צריך לנוח ואיזה תוכנות מכבידות מאוד עליו
 
2.   מסייעת במתן הצעות למוצרים או תוכן שעשויים להיות מעניינים עבור המשתמש
 
3.   מסייעת לארגון יעיל של אתר האינטרנט שלך לנטר ביקוש של מוצרים
 
4.   מנפיקה אפשרויות ייעול לתפקוד האישי
 
 .",4
"בפיתוח מערכת מידע בארגון - באיזה שלב נבצע הדרכה למשתמשים?
 
1.   שלב העיצוב
 
2.   שלב התכנון
 
3.   שלב התחזוקה
 
4.   שלב היישום והטמעה
 
 .",4
"מנכ״ל חברת מקדונלדס אחראי על סניפי החברה, החברה משתמשת במערכות מידע, כדי לאסוף את כל הנתונים הנוגעים להתפתחות החברה מה הייתם מציעים למנכ״לֹ לעשות כדי לאסוף את הנתונים ההכרחיים.
 
1.   לקבל דיווח אישי על פי דעתו של כל מנהל סניף
 
2.   להשתמש בשליחים שיביאו את בסיסי הנתונים למטה המרכזי של החברה
 
3.   להגיע אישית לכל סניף לאסוף את הנתונים
 
4.   להשתמש במחסן הנתונים שמופק ממערכת ניהול בסיסי הנתונים, ולעבוד לפיכך
 
 .",4
"סיסמא, כרטיס זיהוי, טביעת אצבע וחתימה הם דוגמאות ל:
 
1.   אבטחת תוכנה
 
2.   אבטחת תקשורת
 
3.   אבטחה פיסית
 
4.   בקרת גישה
 
 .",4
"איזה מבין הבאים הוא חסרון של  תוכנות ERP?
 
1. יש פער בין מה שנכלל בה לבין צורכי הארגון
 
2. כל התשובות נכונות
 
3. מערכת יקרה
 
4. נדרש תהליך הטמעה ממושך
 
 .",1
"מה התפקיד העיקרי של – FIREWALL?
 
1.  בקרה על הכניסה והיציאה של התקשורת מהרשת הארגונית
  
2.  אנטי וירוס ארגוני
  
3.  עיבודים מתמטיים מרוכבים
  
4.  נותן אפשרות ללקוחות הארגונים לבצע עסקאות עם הארגון
  
 .",2
"טכנולוגיית NFC (Near Frequency Communication) מבוססת על:
 
1. טכנולוגיית רדיו הפועלת בתקן המאפשר לקשר בין רשת אלחוטית ורשת חוטים.
 
2. טכנולוגיית כרטיסים מגנטיים המבוססת על פס מגנטי הכולל את מספר חשבון הבנק של בעל הכרטיס.
 
3. תקשורת רדיו בטווח קצר של מספר ס""מ. התקשורת מאפשרת יישומים בתחום הזדהות בכניסה למתחמים מסווגים, כרטיסי אוטובוס ובצוע תשלומים.
 
4. טכנולוגיית כרטיסים חכמים השונה מכרטיסים מגנטיים בכך שמבוססת עלשבב עם מעבד וזכרון ומאפשרת הצפנה ברמה גבוהה.
 
 .",3
"בעבודה מול הענן, מה נעדיף?
 
1.   תקשורת מהירה *
 
2.   שרת חזק
 
3.   מספר קטן של שכבות
 
4.   מחשב שמן
 
 .",4
"המודל ההיררכי אל מול מודל הרשתי- איזה טענה נכונה?
 
1.   שני המודלים קלים מאוד לבנייה ולתחזוק, והם הנפוצים ביותר מבין כלל המודלים הקיימים
 
2.   המבנה הרשתי בעל מבנה לא גמיש, לעומתו המודל ההיררכי בעל מבנה גמיש
 
3.   המודל ההיררכי בנוי בצורה של אב אחד למספר בנים, לעומתו המודל הרשתי מאפשר שבן יהיה מקושר למספר אבות
 
4.   המודל הרשתי לא רלוונטי בימנו, וכיום אין בו שימוש כלל
 
 .",1
"אילו מבין הבאים מהווה דוגמה לשימוש בטכנולוגיית NFC?
 
1. תשלום בכרטיס אשראי ללא צורך במזומן.
 
2. קניית כרטיסים לתחבורה ציבורית.
 
3. כל התשובות נכונות.
 
4. בקרת כניסה לאזור שמור.
 
 .",2
"חיים מנהל חברה גדולה. יום אחד נפגעה קשות חברתו, בעקבות נזק שקרה במערכות המידע. מה ייתכן שגרם לנזק במערכות המידע בחברתו של חיים?
 
1.   נשרפו המשרדים, נגרם נזק פיזי
 
2. כל התשובות נכונות
 
3.   אחד מעובדיו גנב מידע
 
4.   אחד מעובדיו לחץ בטעות על קישור מזיק
 
 .",1
"איזה מבין המשפטים הבאים נכון?
 
1. חשוב שלמכונה יהיה ידע, על מנת שנוכל להיעזר בה בתהליכי קבלת החלטות.
 
2. מידע הוא הצגת נתונים מסוימים בצורה אקראית.
 
3. מידע הוא אוסף של נתונים, וידע הוא המשמעות שהמידע מקבל על ידי האדם.
 
4. חוכמה היא היכולת לקבל החלטה בעזרתה של מכונה.
 
 .",1
"בנק מרכזי בעל סניפים רבים ושוק לקוחות רחב יתחזק בד""כ:
 
1.   אתר פושר
 
2.   אתר חם
 
3.   אתר קר
 
4.   אתר לוהט
 
 .",4
"דנה רוצה להבטיח מקסימום הגנה למערכות המידע בחברה אותה היא מנהלת. היא החליטה לנקוט בכמה צעדים אשר יתרמו לכך. אילו מבין הצעדים הבאים פחות רלוונטי בשביל להגן על מערכות המידע?
 
1.   אבטחה פיזית- גיבוי, מיגון מפני אש, גדרות, אזעקות, מנעולים
 
2.   אבטחת תוכנה- אנטי וירוס, ניהול SPAM
 
3.   אבטחה אישית- ליווי צמוד של הבכירים לביתם בסוף יום העבודה, הכשרת העובדים להסתובב עם נשק
 
4.   אבטחת נתונים- הצפנה ופענוח, מפתח סימטרי, מפתח ציבורי/פרטי, ניטור מסדי הנתונים
 
 .",2
"RFID יכול לשמש ל:
 
1. תשלום אוטומטי בסופר
 
2. מעקב אחרי פריטים שונים במחסן
 
3. כל התשובות נכונות
 
4. מעקב אחר רכבים בכביש אגרה
 
 .",2
"מה מודל פיתוח התוכנה הנפוץ ביותר כיום
 
1.   waterfall
 
2. RAD
 
3.   לא ניתן לדעת
 
4. agile
 
 .",2
"מה הוא השלב השלישי על פי מודל פיתוח התכנה?
 
1. ניתוח
 
2.   תכנון ארוך טווח
 
3. תחזוקה
 
4. עיצוב
 
 .",2
"מה הוא השלב האחרון במחזור החיים
 
1. הטמעה
 
2. המתנה לתשלום
 
3. פיתוח
 
4. תחזוקה
 
 .",4
"ההבדל העיקרי בין ROM ל- RAM הוא:
 
1. ROM זו טכנולוגיה ישנה שלא נמצאת בשימוש
 
2. ROM הוא זכרון בלתי נדיף
 
3. ל- ROM יש נפח גדול יותר
 
4. ROM נמצא בממירי טלויזיה
 
 .",4
"מה התפקיד העיקרי של – FIREWALL?
 
1.  בקרה על הכניסה והיציאה של התקשורת מהרשת הארגונית
  
2.  נותן אפשרות ללקוחות הארגונים לבצע עסקאות עם הארגון
  
3.  עיבודים מתמטיים מרוכבים
  
4.  אנטי וירוס ארגוני
  
 .",4
"איזה מבין הבאים הוא חסרון של  תוכנות ERP?
 
1. נדרש תהליך הטמעה ממושך
 
2. מערכת יקרה
 
3. יש פער בין מה שנכלל בה לבין צורכי הארגון
 
4. כל התשובות נכונות
 
 .",2
"מהו אינו חלק משלבי פיתוח על פי מודל ""מפל המים""?
 
1. רכישה  
2.  ניתוח
  
3.  בדיקה
  
4.  עיצוב
  
 .",1
"איך יכול להיגרם נזק לחברה מגורם אנושי פנימי?
 
1.   כניסה למייל זדוני
 
2.   שפיכת קפה על השרת של החברה
 
3.   דיווח על טכנולוגיות לחברה מתחרה
 
4.   כל התשובות נכונות
 
 .",4
"מערכת מידע ארגונית מסוג ERP תוגדר בצורה הטובה ביותר כ: 
1.  מערכת מידע תפעולית 
2.  מערכת מידע תומכת החלטות 
3.  מערכת לניהול המשאבים הארגוניים המשלב את מירב צורכי המידע של הארגון תחת ""קורת גג"" אחת 
4.  מערכת מידע ניהולית 
 .",1
"ההבדל העיקרי בין ROM ל- RAM הוא:
 
1. ROM זו טכנולוגיה ישנה שלא נמצאת בשימוש
 
2. ROM הוא זכרון בלתי נדיף
 
3. ROM נמצא בממירי טלויזיה
 
4. ל- ROM יש נפח גדול יותר
 
 .",4
"מה מבין הבאים הינו מדיניות של מערכות מידע בנוגע לחומרה
 
1.   כל התשובות נכונות
 
2.   שימוש בספקי שירותים חיצוניים
 
3.   קביעת יכולות מחשוב
 
4.   בחירת מערכות מחשוב
 
 .",3
"מהמשפטים הבאים מה נכון לומר על מודל ""מפל המים""?
 
1. ניתן לבצע בו שינויים לכל אורך הפרויקט.
 
2. תהליך שיטתי ולוגי המורכב משלבים מוגדרים.
 
3. הלקוח מעורב בפרויקט באופן מל
 
4. מתודולוגיה שמתאימה לפרויקטים גמישים ולא סופיים.
 
 .",3
"למה עוזרת מערכת המלצה?
 
1.   מסייעת לארגון יעיל של אתר האינטרנט שלך לנטר ביקוש של מוצרים
 
2.   מנפיקה אפשרויות ייעול לתפקוד האישי
 
3.   מסייעת במתן הצעות למוצרים או תוכן שעשויים להיות מעניינים עבור המשתמש
 
4.   ממליצה למחשב מתי הוא צריך לנוח ואיזה תוכנות מכבידות מאוד עליו
 
 .",2
"מה מהבאים אינו מזהה חד חד ערכי?
 
1.   מספר אישי
 
2.   שם פרטי
 
3.   מספר הזמנה
 
4.   מספר ת.ז
 
 .",3
"איזה מהמשפטים הבאים נכון?
 
1. ניתן להריץ תוכנה רזה על מחשב שמן.
 
2. ניתן להריץ תוכנה שמנה על מחשב רזה.
 
3. נעדיף לתכנת תוכנה שמנה ככל שניתן על מנת שכמה שיותר משתמשים יוכלו להשתמש בה.
 
4. ניתן להגיד כי אתר אינטרנט הוא לקוח שמן.
 
 .",3
"איזה מהמשפטים הבאים מתאר מידע תפעולי בצורה הטובה ביותר:
 
1. מידע תפעולי מתבסס בעיקרו על נתונים חיצוניים ורמת אמינותו נמוכה.
 
2. תהליך ייצורו של מידע תפעולי גמיש והוא משלב הערכות ותחזיות.
 
3. מידע תפעולי מתבסס בעיקרו על נתונים פנימיים ומופק בתדירות גבוהה.
 
4. מידע תפעולי יכול להיות ברמת אמינות נמוכה ועוסק בהווה או בעבר הקרו
 
 .",3
"חיים מנהל חברה גדולה. יום אחד נפגעה קשות חברתו, בעקבות נזק שקרה במערכות המידע. מה ייתכן שגרם לנזק במערכות המידע בחברתו של חיים?
 
1. כל התשובות נכונות
 
2.   אחד מעובדיו לחץ בטעות על קישור מזיק
 
3.   נשרפו המשרדים, נגרם נזק פיזי
 
4.   אחד מעובדיו גנב מידע
 
 .",4
"מי מההגדרות הבאות הכי מתאים להגדה של המטאוורס 
 
1. האבולוציה הבאה של האינטרנט שבה נוכל לעשות כמעט כל דבר שאפשר לדמיין
 
2. סביבה וירטואלית הבנויה ממרחבים תלת מימדיים משותפים שמתגבשים לכדי יקום וירטואלי כולל
 
3. עולם המורכב מאווטרים
 
4. השם החדש של פייסבוק 
 
 .",1
"אילו מהבאים מאפיין טוב ארגון ללא כוונת רווח?
 
1. הוא מודרני
 
2. הוא ביזורי
 
3. יש לו הרבה הכנסות
 
4. בדר כלל אין בו השקעה במערכות מידע מתקדמות
 
 .",4
"מהו ההבדל העיקרי בין מודל עיסקי B2B לB2C? סמן את התשובה הנכונה ביותר
 
1.   קהל היעד של הראשון הוא לעסקים ואילו לשני הוא ספקים
 
2.   מודל ההכנסות של הראשון מבוסס על הכנסות ממכירות ושל השני ממודל דמי-פרימיום
 
3.   כל התשובות נכונות
 
4.   הראשון הוא בין עסק לעסק ואילו השני בין עסק לצרכן
 
 .",4
"באיזו דרך מתקשרים בסיס נתונים ותוכנה?
 
1. עברית
 
2.   בפרוטוקל תקשורת
 
3.   מורס
 
4.   לטינית
 
 .",2
"מה הוא השלב השלישי על פי מודל פיתוח התכנה?
 
1. תחזוקה
 
2.   תכנון ארוך טווח
 
3. עיצוב
 
4. ניתוח
 
 .",1
"למה ארגונים שומרים מידע?
 
1.    כדי לאפשר קבלת החלטות טובות יותר
  
2.    כיוון שעלויות האחסון נמוכות מאוד
  
3.    כי ארגונים לא אוהבים למחוק מידע
  
4.    כדי לתעד היסטוריה
  
 .",4
"מהם מקורות הסיכון לחברה מבחינת אבטחת המידע?
 
1. עובד שבטעות מחק נתונים חשובים מתוך בסיס הנתונים
 
2. כניסה למייל Phishing (דיוג) על ידי עובד חברה
 
3. תקלה טכנית בכונן קשיח חשוב בחברה
 
4. השתתפות עובד בכנס בו נמצאים נציגי המתחרים
 
 .",1
"מה מהבאים אינו מזהה חד חד ערכי?
 
1.   שם פרטי
 
2.   מספר ת.ז
 
3.   מספר אישי
 
4.   מספר הזמנה
 
 .",4
"למה ארגונים שומרים מידע?
 
1.    כיוון שעלויות האחסון נמוכות מאוד
  
2.    כדי לאפשר קבלת החלטות טובות יותר
  
3.    כי ארגונים לא אוהבים למחוק מידע
  
4.    כדי לתעד היסטוריה
  
 .",3
"פרוטוקול תקשורת הוא:
 
1. האופן שבו מסמך WORD כתוב
 
2. הצורה שבה בני אדם מדברים בטלפון
 
3. האופן שבו מערכת מבוססת BLE מסוגלת לדבר עם מערכת מבוססת NFC
 
4. אוסף של כללים המגדירים את אופן בקשת וקבלת נתונים במערכת תקשורת מסוימת
 
 .",3
"מה מהבאים הינו כלי ליצירת בקרת גישה?
 
1.   טביעת אצבע
 
2.   כרטיס מגנטי
 
3.   כל התשובות נכונות
 
4.   זיהוי קולי
 
 .",1
"פוטנציאל קיבולת ההעברה מאפיין את רוחב הסרט, ככל שרוחב הפס גדול יותר:
 
1. ניתן להעביר כמות גדולה של נתונים בקצב גבוהה.
 
2. המחיר זול יותר.
 
3. המידע העובר בו זמין יותר.
 
4. המקלט עלול לפענח את המידע באופן פחות נאמן.
 
 .",2
"מתי מומלץ להשתמש ב-Outsourcing?
 
1. כשעלות השירות נמוכה ואיכות השירות שניתנת ע""י יחידת המחשב הפנימית נמוכה.
 
2. כשעלות השירות הפנימי נמוכה ואיכות השירות שניתנת ע""י יחידת מחשוב הפנימית גבוהה.
 
3. כשעלות השירות הפנימי גבוהה ואיכות השירות שניתנת ע""י יחידת המחשוב הפנימית נמוכה.
 
4. כשיש צורך בשיפור מדיניות ובקרה על יחידת המחש
 
 .",3
"איזה מהבאים הוא תכונה של מחשב ""שמן""
 
1.   תמיד מגיע בצבע מסוים
 
2.   זכרון וכוח עיבוד גדול *
 
3.   חומרתו חייבת להיות מסוג מאוד מסוים
 
4.   ניתן להתקין עליו רק תוכנות מסוג מסוים
 
 .",2
"מה מודל פיתוח התוכנה הנפוץ ביותר כיום
 
1. agile
 
2.   waterfall
 
3. RAD
 
4.   לא ניתן לדעת
 
 .",1
